Newman et al. (2015, HESS) daily data for MICHIGAN RIVER NEAR CAMERON PASS, CO.
Source: PREC and TEMP [(TEMP_MIN+TEMP_MAX)/2]: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC      TEMP       PET     Q_OBS
1986   03   15   24      0.00     -9.55      2.78      0.52
1986   03   16   24     10.99    -11.32      2.20      0.49
1986   03   17   24      8.75     -7.39      2.48      0.49
1986   03   18   24      8.75    -11.94      1.95      0.49
1986   03   19   24     13.54    -12.84      1.74      0.49
1986   03   20   24      7.66     -7.28      2.36      0.49
1986   03   21   24      0.00     -3.81      3.73      0.49
1986   03   22   24      0.00     -0.33      3.85      0.49
1986   03   23   24      0.00      1.49      4.24      0.49
1986   03   24   24      0.00      0.21      3.96      0.49
1986   03   25   24      0.00     -4.14      2.67      0.49
1986   03   26   24      0.00     -1.18      4.16      0.49
1986   03   27   24      0.00      1.86      4.70      0.49
1986   03   28   24      0.00      1.48      4.66      0.50
1986   03   29   24      0.00      1.34      4.25      0.52
1986   03   30   24      0.00      2.48      4.98      0.52
1986   03   31   24      0.00     -1.01      3.54      0.49
1986   04   01   24     13.24     -1.95      3.39      0.42
1986   04   02   24     47.58     -1.02      3.47      0.38
1986   04   03   24     26.56    -12.08      1.75      0.38
1986   04   04   24     11.00     -9.86      2.66      0.41
1986   04   05   24      0.00     -4.01      4.09      0.41
1986   04   06   24      0.00     -0.57      5.13      0.38
1986   04   07   24      0.00      0.00      5.04      0.40
1986   04   08   24      5.49     -1.82      3.72      0.38
1986   04   09   24      6.00     -2.21      2.80      0.38
1986   04   10   24      0.00     -4.15      3.45      0.36
1986   04   11   24      0.00     -1.57      4.42      0.35
1986   04   12   24      8.15      0.54      4.15      0.34
1986   04   13   24     10.99     -7.56      2.66      0.33
1986   04   14   24      0.00     -6.57      4.46      0.33
1986   04   15   24      0.00     -2.40      5.40      0.34
1986   04   16   24      0.00     -0.27      4.14      0.34
1986   04   17   24     22.33     -5.07      2.78      0.32
1986   04   18   24      9.79     -5.24      3.36      0.33
1986   04   19   24      5.25     -6.02      2.93      0.35
1986   04   20   24      4.00     -2.63      2.10      0.34
1986   04   21   24      4.48      0.73      3.29      0.35
1986   04   22   24      0.00      4.14      6.48      0.39
1986   04   23   24      0.00      2.20      5.20      0.53
1986   04   24   24      7.55      0.84      4.07      0.50
1986   04   25   24     11.16     -1.08      3.75      0.49
1986   04   26   24      8.66     -4.72      3.62      0.47
1986   04   27   24      0.00     -5.92      4.60      0.44
1986   04   28   24      0.00     -2.09      3.53      0.42
1986   04   29   24      0.00      2.60      5.88      0.42
1986   04   30   24      0.00      2.64      6.30      0.46
1986   05   01   24      0.00      3.59      7.30      0.53
1986   05   02   24      0.00      4.59      7.56      0.79
1986   05   03   24      0.00      4.96      7.34      1.21
1986   05   04   24      0.00      3.57      7.38      1.58
1986   05   05   24      0.00     -2.74      4.92      1.70
1986   05   06   24      0.00     -1.10      5.63      1.27
1986   05   07   24     16.00     -1.29      3.78      1.09
1986   05   08   24      8.00     -2.57      3.45      1.03
1986   05   09   24      4.00     -4.59      2.84      0.97
1986   05   10   24      0.00     -1.12      6.55      0.97
1986   05   11   24      0.00      2.00      6.91      0.97
1986   05   12   24      0.00     -1.34      5.08      0.97
1986   05   13   24      0.00      1.22      7.13      0.97
1986   05   14   24      7.57      0.55      4.78      1.09
1986   05   15   24     13.79     -1.60      4.37      1.03
1986   05   16   24      9.92     -2.87      4.58      1.03
1986   05   17   24      0.00      0.50      7.23      1.03
1986   05   18   24      0.00      0.90      7.27      1.09
1986   05   19   24      0.00      3.60      7.91      1.46
1986   05   20   24      0.00      4.98      8.02      2.31
1986   05   21   24      0.00      6.23      8.36      3.16
1986   05   22   24      0.00      2.12      5.33      3.64
1986   05   23   24      0.00     -0.09      6.93      4.25
1986   05   24   24      0.00      2.19      6.89      4.86
1986   05   25   24      0.00      3.02      7.89      5.34
1986   05   26   24      0.00      2.58      7.48      5.83
1986   05   27   24      0.00      1.52      6.82      6.07
1986   05   28   24      0.00      2.77      7.38      6.68
1986   05   29   24      5.82      1.89      4.71      7.29
1986   05   30   24      0.00      2.81      7.52      7.89
1986   05   31   24      0.00      4.72      8.45      7.89
1986   06   01   24      0.00      4.41      6.73      8.50
1986   06   02   24      0.00      6.19      7.35      9.11
1986   06   03   24      0.00      7.66      9.13      9.71
1986   06   04   24      0.00      7.71      8.90     10.32
1986   06   05   24      0.00      6.12      8.75     10.93
1986   06   06   24      0.00      6.84      8.23     12.14
1986   06   07   24      0.00      7.30      8.89     12.75
1986   06   08   24      0.00      7.61      8.78     12.75
1986   06   09   24     25.96      2.00      4.29     12.14
1986   06   10   24      7.00     -0.15      4.37     10.32
1986   06   11   24      0.00      3.76      8.36      7.89
1986   06   12   24      0.00      6.48      8.65      8.50
1986   06   13   24      0.00      5.70      7.94      9.11
1986   06   14   24      0.00      6.85      8.74      9.71
1986   06   15   24      0.00      7.25      8.82     11.53
1986   06   16   24      0.00      9.44      9.44     13.96
1986   06   17   24      0.00     10.57      9.49     14.57
1986   06   18   24      0.00      8.23      8.77     15.18
1986   06   19   24      0.00      9.04      9.34     15.78
1986   06   20   24      0.00      8.60      9.17     15.78
1986   06   21   24      0.00      8.21      8.88     15.18
1986   06   22   24      0.00      7.36      8.96     14.57
1986   06   23   24      0.00      8.78      8.93     15.18
1986   06   24   24      0.00      9.13      8.46     14.57
1986   06   25   24      6.04      7.42      6.13     13.36
1986   06   26   24      4.65      8.30      5.83     14.57
1986   06   27   24      0.00      9.72      9.33     15.78
1986   06   28   24      0.00     12.20      9.54     15.18
1986   06   29   24      0.00      9.02      6.11     15.78
1986   06   30   24      0.00      7.49      6.92     13.96
1986   07   01   24      0.00      9.19      9.19     12.75
1986   07   02   24      0.00     10.66      9.58     12.14
1986   07   03   24      0.00     10.46      8.87     11.53
1986   07   04   24      6.13     10.58      7.02     12.75
1986   07   05   24      7.64      8.26      5.64     14.57
1986   07   06   24      0.00      7.91      6.88     10.93
1986   07   07   24     12.41      8.15      6.25      9.71
1986   07   08   24      0.00      6.88      7.41      9.11
1986   07   09   24      0.00      7.12      7.09      8.50
1986   07   10   24      4.75      6.08      4.95      7.29
1986   07   11   24      0.00      6.59      6.66      6.68
1986   07   12   24      0.00      9.54      6.92      7.29
1986   07   13   24      0.00      9.38      8.03      6.68
1986   07   14   24      0.00     12.09      9.33      6.68
1986   07   15   24      0.00     12.20      8.93      6.68
1986   07   16   24      5.16      9.93      6.11      7.29
1986   07   17   24      0.00      9.42      7.03      6.68
1986   07   18   24      5.00      8.14      6.00      5.46
1986   07   19   24      9.28      7.92      5.68      4.80
1986   07   20   24      4.00      8.05      5.97      4.37
1986   07   21   24      6.12      6.50      5.92      4.31
1986   07   22   24      6.46      9.11      6.09      4.31
1986   07   23   24      0.00      7.21      6.38      4.61
1986   07   24   24      7.04      6.46      4.61      5.22
1986   07   25   24      0.00      5.47      6.36      5.40
1986   07   26   24      0.00      5.67      7.18      4.86
1986   07   27   24      0.00      5.71      7.55      4.31
1986   07   28   24      0.00      8.10      8.50      3.82
1986   07   29   24      0.00      9.42      8.30      3.52
1986   07   30   24      0.00      8.79      8.41      3.34
1986   07   31   24      0.00     10.05      8.70      3.16
1986   08   01   24      0.00     10.47      8.58      2.91
1986   08   02   24      0.00     11.15      8.56      2.73
1986   08   03   24      0.00      9.30      8.07      2.61
1986   08   04   24      4.92      8.51      6.19      2.49
1986   08   05   24      0.00      8.25      7.91      2.31
1986   08   06   24      0.00      9.04      7.72      2.25
1986   08   07   24      0.00      9.59      8.12      2.12
1986   08   08   24      0.00      8.74      7.62      2.12
1986   08   09   24      4.00      7.95      5.99      2.12
1986   08   10   24      0.00      8.39      7.71      1.94
1986   08   11   24      7.00      8.99      5.75      1.88
1986   08   12   24      6.51      9.61      5.62      2.19
1986   08   13   24      0.00      8.99      6.03      2.00
1986   08   14   24      0.00      7.41      6.94      1.82
1986   08   15   24      0.00      8.17      7.35      1.64
1986   08   16   24      0.00     11.38      7.77      1.58
1986   08   17   24      0.00     12.72      7.64      1.52
1986   08   18   24      0.00     14.15      7.58      1.52
1986   08   19   24      0.00     13.28      7.33      1.52
1986   08   20   24      9.79      8.68      3.96      1.76
1986   08   21   24     10.12      8.88      4.37      1.94
1986   08   22   24      0.00      9.11      6.26      1.76
1986   08   23   24      0.00      9.36      6.44      1.64
1986   08   24   24      0.00     10.39      6.52      1.58
1986   08   25   24      7.19      7.89      3.40      1.58
1986   08   26   24      0.00      7.85      5.42      1.52
1986   08   27   24      0.00      7.79      6.30      1.34
1986   08   28   24      0.00      9.19      6.42      1.27
1986   08   29   24      0.52      9.03      5.61      1.52
1986   08   30   24      1.25      6.14      4.17      1.70
1986   08   31   24      4.00      5.72      3.99      1.52
1986   09   01   24      5.00      3.58      3.54      1.64
1986   09   02   24      4.61      3.34      3.89      1.52
1986   09   03   24      0.00      4.65      5.08      1.46
1986   09   04   24      0.00      6.77      5.67      1.27
1986   09   05   24      0.00      7.24      5.66      1.15
1986   09   06   24      0.00      8.20      5.78      1.09
1986   09   07   24      5.00      3.67      3.15      1.09
1986   09   08   24      5.00      5.62      3.64      1.09
1986   09   09   24      0.00      5.31      4.57      0.97
1986   09   10   24      3.75      1.64      2.72      0.97
1986   09   11   24      0.00      2.30      3.78      0.97
1986   09   12   24      0.00      3.61      4.61      0.97
1986   09   13   24      0.00      5.81      5.02      0.85
1986   09   14   24      0.00      6.05      4.94      0.79
1986   09   15   24      0.00      5.61      4.91      0.79
1986   09   16   24      0.00      7.56      5.00      0.79
1986   09   17   24      0.00      3.86      4.39      0.73
1986   09   18   24      0.00      4.33      4.41      0.73
1986   09   19   24      0.00      6.25      4.65      0.73
1986   09   20   24      0.00      6.33      4.52      0.67
1986   09   21   24      0.00      4.33      4.07      0.67
1986   09   22   24      9.86      4.25      2.81      0.67
1986   09   23   24      0.00      3.35      3.12      0.79
1986   09   24   24     15.74     -0.83      2.46      0.73
1986   09   25   24     15.80     -1.59      2.29      0.79
1986   09   26   24     11.99     -4.14      1.11      0.85
1986   09   27   24      7.49     -0.51      2.70      0.79
1986   09   28   24      8.75     -0.33      1.39      0.79
1986   09   29   24      0.00     -0.36      2.60      0.79
1986   09   30   24      0.00     -2.15      2.59      0.79
1986   10   01   24      0.00      0.07      2.86      0.73
1986   10   02   24      8.92      2.57      2.85      0.73
1986   10   03   24     15.13     -2.99      1.25      0.79
1986   10   04   24      0.00     -3.62      2.11      0.73
1986   10   05   24      0.00     -0.96      2.77      0.73
1986   10   06   24      0.00      0.89      3.16      0.73
1986   10   07   24      0.00      1.98      3.13      0.79
1986   10   08   24      0.00      1.76      3.01      0.79
1986   10   09   24      0.00      2.10      2.98      0.79
1986   10   10   24      9.04      0.83      2.32      0.79
1986   10   11   24      9.24     -9.46      1.33      0.85
1986   10   12   24      0.00     -7.29      2.13      0.85
1986   10   13   24      0.00     -5.75      1.98      0.79
1986   10   14   24      0.00     -2.75      2.30      0.73
1986   10   15   24      0.00     -0.13      2.50      0.67
1986   10   16   24      0.00      0.70      2.48      0.67
1986   10   17   24      0.00      1.24      2.45      0.61
1986   10   18   24      0.00      3.19      2.55      0.56
1986   10   19   24      0.00      2.87      2.28      0.55
1986   10   20   24      0.00      0.38      2.15      0.56
1986   10   21   24     33.02     -3.69      1.18      0.67
1986   10   22   24      8.86     -4.08      1.23      0.79
1986   10   23   24      4.73     -2.38      1.60      0.59
1986   10   24   24      0.00     -4.67      1.66      0.55
1986   10   25   24      0.00     -3.61      1.60      0.52
1986   10   26   24      0.00     -1.00      1.84      0.53
1986   10   27   24      0.00      1.29      1.88      0.52
1986   10   28   24      0.00     -0.38      1.71      0.49
1986   10   29   24      0.00     -0.07      1.65      0.48
1986   10   30   24      0.00     -0.46      1.54      0.47
1986   10   31   24     14.42     -5.49      0.97      0.49
1986   11   01   24      5.55     -4.27      1.17      0.46
1986   11   02   24      0.00     -2.84      1.42      0.49
1986   11   03   24      0.00     -4.22      1.33      0.47
1986   11   04   24      0.00     -5.28      1.25      0.44
1986   11   05   24      0.00     -3.04      1.28      0.44
1986   11   06   24     15.13     -2.43      1.12      0.44
1986   11   07   24      9.54    -11.79      0.55      0.44
1986   11   08   24      9.75    -12.31      0.68      0.44
1986   11   09   24      5.55    -12.22      0.67      0.36
1986   11   10   24      4.66    -12.45      0.64      0.32
1986   11   11   24      3.92     -7.97      0.83      0.34
1986   11   12   24      0.00     -7.95      0.89      0.36
1986   11   13   24      0.00     -7.06      0.94      0.41
1986   11   14   24      0.00     -3.52      0.98      0.44
1986   11   15   24      7.91     -2.64      0.76      0.44
1986   11   16   24      8.90     -5.95      0.60      0.44
1986   11   17   24     12.99     -4.67      0.63      0.44
1986   11   18   24      7.83     -0.84      0.92      0.44
1986   11   19   24     11.79     -4.70      0.76      0.44
1986   11   20   24      0.00     -4.58      0.83      0.44
1986   11   21   24      0.00     -1.96      0.86      0.44
1986   11   22   24      0.00     -9.86      0.68      0.44
1986   11   23   24      0.00    -12.96      0.61      0.42
1986   11   24   24      0.00     -9.11      0.66      0.41
1986   11   25   24      0.00     -5.87      0.71      0.41
1986   11   26   24      0.00     -7.49      0.65      0.38
1986   11   27   24      2.89     -7.25      0.62      0.38
1986   11   28   24      0.00     -3.57      0.68      0.38
1986   11   29   24      0.00     -2.73      0.68      0.36
1986   11   30   24      5.00     -8.32      0.58      0.36
1986   12   01   24      0.00    -12.05      0.53      0.36
1986   12   02   24      0.00     -7.84      0.56      0.35
1986   12   03   24      0.00     -3.70      0.61      0.34
1986   12   04   24      0.00     -5.00      0.55      0.33
1986   12   05   24      0.00     -7.51      0.56      0.32
1986   12   06   24      4.30     -3.95      0.63      0.31
1986   12   07   24      0.00     -5.26      0.58      0.30
1986   12   08   24      8.79    -11.27      0.48      0.29
1986   12   09   24      6.16    -21.48      0.34      0.29
1986   12   10   24      0.00    -22.22      0.34      0.27
1986   12   11   24      0.00    -12.26      0.42      0.27
1986   12   12   24      0.00     -6.89      0.45      0.26
1986   12   13   24      0.00     -7.58      0.46      0.25
1986   12   14   24      0.00     -8.38      0.42      0.24
1986   12   15   24      0.00     -6.16      0.44      0.24
1986   12   16   24      0.00     -7.24      0.49      0.23
1986   12   17   24      0.00     -8.17      0.41      0.22
1986   12   18   24      0.00    -10.20      0.38      0.22
1986   12   19   24      0.00     -8.69      0.50      0.21
1986   12   20   24      2.45    -10.00      0.46      0.21
1986   12   21   24      0.00     -9.99      0.42      0.20
1986   12   22   24      0.00    -10.41      0.40      0.19
1986   12   23   24      0.00    -10.32      0.44      0.19
1986   12   24   24      0.00    -10.64      0.42      0.19
1986   12   25   24      0.00    -14.54      0.41      0.19
1986   12   26   24      0.00    -14.49      0.36      0.19
1986   12   27   24      0.00     -9.90      0.44      0.19
1986   12   28   24      0.00    -10.33      0.45      0.19
1986   12   29   24      0.00     -9.44      0.45      0.19
1986   12   30   24      0.00     -8.88      0.49      0.19
1986   12   31   24      0.00    -16.05      0.41      0.19
1987   01   01   24      8.82    -14.32      0.40      0.19
1987   01   02   24     13.12     -9.74      0.51      0.19
1987   01   03   24      4.13    -12.66      0.45      0.19
1987   01   04   24      0.00     -4.70      0.54      0.19
1987   01   05   24      5.00     -2.01      0.66      0.19
1987   01   06   24      7.04     -9.72      0.53      0.19
1987   01   07   24      0.00    -12.91      0.49      0.19
1987   01   08   24      0.00    -15.41      0.47      0.19
1987   01   09   24      0.00    -18.16      0.43      0.19
1987   01   10   24      0.00    -14.54      0.50      0.19
1987   01   11   24      0.00     -5.39      0.61      0.19
1987   01   12   24      0.00     -1.34      0.67      0.18
1987   01   13   24      0.00     -1.73      0.65      0.18
1987   01   14   24      0.00    -11.53      0.58      0.18
1987   01   15   24      0.00    -17.94      0.47      0.18
1987   01   16   24      0.00    -16.13      0.53      0.18
1987   01   17   24      0.00    -17.39      0.53      0.18
1987   01   18   24      0.00    -18.51      0.49      0.18
1987   01   19   24      8.99    -18.75      0.49      0.18
1987   01   20   24      0.00    -21.98      0.49      0.18
1987   01   21   24      0.00    -18.64      0.50      0.18
1987   01   22   24     10.15    -15.98      0.57      0.18
1987   01   23   24      0.00     -7.31      0.82      0.18
1987   01   24   24     11.15     -8.37      0.58      0.18
1987   01   25   24     12.83     -8.81      0.57      0.18
1987   01   26   24      0.00     -5.88      0.68      0.18
1987   01   27   24      0.00     -3.80      1.01      0.18
1987   01   28   24     12.24     -7.77      0.83      0.18
1987   01   29   24      0.00    -13.31      0.80      0.18
1987   01   30   24      0.00    -10.11      0.94      0.18
1987   01   31   24      0.00     -6.71      1.06      0.18
1987   02   01   24      0.00     -7.00      1.03      0.18
1987   02   02   24      0.00     -2.24      1.22      0.18
1987   02   03   24      0.00     -5.02      1.11      0.18
1987   02   04   24      0.00     -9.69      1.08      0.18
1987   02   05   24      0.00    -11.57      1.08      0.18
1987   02   06   24      0.00     -7.82      1.24      0.18
1987   02   07   24      0.00     -4.16      1.39      0.18
1987   02   08   24      0.00     -1.42      1.52      0.18
1987   02   09   24      0.00     -1.33      1.57      0.18
1987   02   10   24      0.00     -3.94      1.50      0.18
1987   02   11   24      6.00     -6.85      0.97      0.18
1987   02   12   24      0.00     -6.32      1.52      0.18
1987   02   13   24      6.24     -4.23      1.07      0.18
1987   02   14   24     12.55     -1.72      0.84      0.18
1987   02   15   24      0.00    -11.07      1.34      0.18
1987   02   16   24      0.00     -9.25      1.54      0.17
1987   02   17   24      0.00    -12.45      1.16      0.17
1987   02   18   24      5.48    -14.63      1.08      0.17
1987   02   19   24      6.00    -13.41      1.09      0.17
1987   02   20   24      0.00    -13.30      1.51      0.17
1987   02   21   24      0.00    -14.19      1.48      0.16
1987   02   22   24      0.00    -14.40      1.53      0.16
1987   02   23   24      0.00    -12.28      1.62      0.16
1987   02   24   24      0.00    -11.04      1.80      0.16
1987   02   25   24      4.36    -10.59      1.20      0.16
1987   02   26   24      4.92     -9.87      1.43      0.16
1987   02   27   24      0.00    -15.68      1.03      0.16
1987   02   28   24      0.00    -13.11      1.61      0.15
1987   03   01   24      0.00     -9.38      2.07      0.15
1987   03   02   24      0.00     -5.63      2.40      0.16
1987   03   03   24      0.00     -4.77      2.50      0.16
1987   03   04   24      0.00     -1.67      2.75      0.16
1987   03   05   24      0.00      1.67      3.13      0.16
1987   03   06   24      0.00      4.53      3.40      0.16
1987   03   07   24      0.00      2.38      3.25      0.16
1987   03   08   24      5.00     -1.97      1.86      0.16
1987   03   09   24      4.30     -4.19      1.68      0.16
1987   03   10   24      0.00     -7.86      2.43      0.16
1987   03   11   24      7.04     -7.82      1.99      0.16
1987   03   12   24      0.00     -3.88      2.69      0.16
1987   03   13   24      7.00     -3.64      2.41      0.16
1987   03   14   24      3.00     -8.29      1.71      0.16
1987   03   15   24      0.00     -5.61      2.95      0.16
1987   03   16   24      7.09     -7.55      2.05      0.16
1987   03   17   24      4.92    -11.52      1.54      0.15
1987   03   18   24      4.25     -7.42      1.74      0.15
1987   03   19   24      0.00     -4.74      2.54      0.15
1987   03   20   24      8.16    -13.25      1.61      0.15
1987   03   21   24      0.00    -12.81      2.49      0.15
1987   03   22   24      5.13     -9.59      1.97      0.15
1987   03   23   24      4.13    -14.85      1.94      0.15
1987   03   24   24      4.13    -12.75      1.55      0.15
1987   03   25   24      3.99    -13.79      2.05      0.15
1987   03   26   24      0.00    -10.41      3.05      0.15
1987   03   27   24      6.70    -15.27      1.71      0.15
1987   03   28   24      0.00    -16.56      2.43      0.15
1987   03   29   24      0.00    -20.30      2.18      0.15
1987   03   30   24      0.00    -17.77      2.50      0.15
1987   03   31   24      0.00     -7.28      3.69      0.15
1987   04   01   24      0.00     -5.75      3.87      0.14
1987   04   02   24      0.00    -11.79      3.39      0.14
1987   04   03   24      0.00    -12.29      3.29      0.14
1987   04   04   24      0.00     -1.96      4.34      0.15
1987   04   05   24      0.00     -4.84      3.95      0.15
1987   04   06   24      0.00     -5.87      4.21      0.15
1987   04   07   24      0.00     -3.11      4.68      0.15
1987   04   08   24      0.00     -3.63      4.26      0.15
1987   04   09   24      0.00     -4.40      2.36      0.15
1987   04   10   24      0.00     -4.17      3.02      0.15
1987   04   11   24      7.17     -3.49      2.05      0.15
1987   04   12   24      8.00     -6.82      2.67      0.15
1987   04   13   24     10.48    -12.19      2.46      0.15
1987   04   14   24      0.00     -6.19      4.75      0.16
1987   04   15   24      0.00      1.98      5.31      0.17
1987   04   16   24      0.00      2.35      5.63      0.18
1987   04   17   24      0.00      4.97      6.06      0.19
1987   04   18   24      0.00      4.10      6.11      0.23
1987   04   19   24      0.00      3.90      6.14      0.28
1987   04   20   24      6.04     -7.28      2.60      0.27
1987   04   21   24      0.00     -6.54      4.94      0.24
1987   04   22   24      0.00      1.02      6.08      0.25
1987   04   23   24      0.00      4.28      6.47      0.39
1987   04   24   24      0.00      4.23      6.05      0.55
1987   04   25   24      0.00      4.76      6.34      0.67
1987   04   26   24      0.00      4.47      6.21      0.73
1987   04   27   24      0.00      2.70      4.80      0.73
1987   04   28   24      0.00      3.62      5.91      0.91
1987   04   29   24      0.00      4.50      5.81      1.03
1987   04   30   24      0.00      4.29      6.45      1.15
1987   05   01   24      0.00      4.57      5.52      1.27
1987   05   02   24     18.78     -0.04      3.66      1.15
1987   05   03   24     21.03     -3.34      2.21      0.97
1987   05   04   24      0.00     -2.87      3.92      0.91
1987   05   05   24      8.95     -0.76      3.55      0.85
1987   05   06   24      0.00      1.56      6.50      0.97
1987   05   07   24      0.00      3.56      7.31      1.27
1987   05   08   24      0.00      4.40      7.40      1.70
1987   05   09   24      0.00      5.21      7.40      2.00
1987   05   10   24      0.00      3.81      6.95      2.31
1987   05   11   24      0.00      2.75      5.73      2.55
1987   05   12   24      0.00      4.78      7.02      2.97
1987   05   13   24      0.00      5.45      6.44      4.31
1987   05   14   24      0.00      6.26      7.75      5.52
1987   05   15   24      0.00      6.43      7.50      8.50
1987   05   16   24     10.13      7.15      5.60     10.93
1987   05   17   24      0.00      4.67      5.82     14.57
1987   05   18   24      8.13      1.77      3.79     10.93
1987   05   19   24      7.88      3.36      4.80      8.50
1987   05   20   24     12.65      0.39      1.81      7.29
1987   05   21   24     15.50      2.32      4.98      5.77
1987   05   22   24      1.97      0.58      6.13      5.10
1987   05   23   24      5.00      2.88      5.72      4.86
1987   05   24   24      7.00     -0.60      3.42      4.43
1987   05   25   24      7.00      1.53      4.84      4.25
1987   05   26   24      0.00      1.64      6.76      4.31
1987   05   27   24      0.00     -0.55      5.17      3.95
1987   05   28   24      0.00      1.67      6.54      3.70
1987   05   29   24      8.54      1.48      5.03      3.58
1987   05   30   24      0.00      1.76      6.12      3.70
1987   05   31   24      0.00      4.13      8.27      4.49
1987   06   01   24      0.00      5.69      7.38      6.07
1987   06   02   24      0.00      3.38      7.71      6.68
1987   06   03   24      0.00      3.92      8.23      7.29
1987   06   04   24      0.00      7.37      8.91      9.11
1987   06   05   24      0.00      8.86      9.29     10.93
1987   06   06   24      0.00      6.63      7.79     11.53
1987   06   07   24      7.00      6.83      6.60     11.53
1987   06   08   24      9.34      6.88      6.06     12.14
1987   06   09   24      9.78      3.81      4.91     12.75
1987   06   10   24      8.55      3.64      5.64     12.75
1987   06   11   24      0.00      5.89      8.85     12.14
1987   06   12   24      0.00      7.63      9.21     12.14
1987   06   13   24      0.00      8.87      9.47     12.14
1987   06   14   24      0.00      9.49      9.61     12.14
1987   06   15   24      0.00      9.57      9.64     10.93
1987   06   16   24      0.00      9.04      9.04     10.32
1987   06   17   24      0.00      7.66      9.16      8.50
1987   06   18   24      0.00     10.00      9.65      7.89
1987   06   19   24      0.00      7.88      9.19      7.29
1987   06   20   24      0.00      7.83      8.89      6.01
1987   06   21   24      0.00      7.84      8.90      5.46
1987   06   22   24      0.00      9.51      9.29      5.10
1987   06   23   24      0.00      9.12      9.27      4.80
1987   06   24   24      0.00      7.10      8.11      4.43
1987   06   25   24      0.00      8.11      9.11      4.07
1987   06   26   24      0.00      7.71      8.96      3.95
1987   06   27   24      0.00      9.62      9.17      3.70
1987   06   28   24      0.00     10.63      9.00      3.46
1987   06   29   24     14.27      3.86      2.69      3.70
1987   06   30   24      8.49      2.47      3.04      3.70
1987   07   01   24      0.26      7.63      7.83      3.64
1987   07   02   24      0.00     10.40      9.11      3.22
1987   07   03   24      0.00      9.85      9.20      2.91
1987   07   04   24      0.00      8.56      8.87      2.67
1987   07   05   24      0.00      8.18      8.88      2.49
1987   07   06   24      0.00      9.45      9.03      2.31
1987   07   07   24      0.00      9.26      8.71      2.25
1987   07   08   24      0.00      8.39      8.40      2.12
1987   07   09   24      0.00      9.73      8.63      2.00
1987   07   10   24      0.00     10.31      7.52      1.88
1987   07   11   24      9.00      5.63      4.65      1.94
1987   07   12   24     13.00      2.49      4.13      2.37
1987   07   13   24      0.00      1.81      5.85      2.06
1987   07   14   24      0.00      4.46      6.41      1.82
1987   07   15   24      0.00      9.13      8.61      1.76
1987   07   16   24      0.00      9.78      8.38      1.64
1987   07   17   24      0.00      9.08      7.88      1.82
1987   07   18   24      0.00      7.72      7.02      1.82
1987   07   19   24      0.00      8.48      8.02      1.64
1987   07   20   24      0.00      8.89      8.50      1.52
1987   07   21   24      0.00     10.69      8.86      1.40
1987   07   22   24      0.00     11.86      8.64      1.40
1987   07   23   24      0.00     12.26      8.88      1.34
1987   07   24   24      0.00     14.26      9.39      1.27
1987   07   25   24      0.00     15.05      8.78      1.34
1987   07   26   24      0.00     12.89      8.11      1.34
1987   07   27   24     10.16     11.29      6.28      1.34
1987   07   28   24      7.55     10.55      5.90      1.40
1987   07   29   24      8.66     12.33      6.64      1.34
1987   07   30   24      7.55     11.30      5.83      1.64
1987   07   31   24     12.00     11.47      5.81      2.67
1987   08   01   24      0.00     12.22      7.52      2.73
1987   08   02   24      0.00     10.93      7.81      2.06
1987   08   03   24      0.00     10.67      7.52      1.64
1987   08   04   24      0.00     10.02      7.84      1.46
1987   08   05   24      0.00     10.41      7.77      1.27
1987   08   06   24      8.74     11.01      6.00      1.27
1987   08   07   24     10.91      8.52      4.25      1.64
1987   08   08   24      0.00      7.42      6.46      1.46
1987   08   09   24      0.00      9.41      7.04      1.34
1987   08   10   24      0.00      9.72      7.10      1.21
1987   08   11   24      0.00     10.11      6.96      1.15
1987   08   12   24      0.00      9.06      6.77      1.15
1987   08   13   24      8.50      8.21      5.26      1.09
1987   08   14   24      0.00      7.01      5.07      1.15
1987   08   15   24      6.55      7.61      4.69      1.03
1987   08   16   24      0.00      6.99      5.83      0.97
1987   08   17   24      0.00      6.17      6.14      0.91
1987   08   18   24      0.00      5.98      6.39      0.85
1987   08   19   24      0.00      9.61      6.67      0.85
1987   08   20   24      0.00     10.55      6.45      0.79
1987   08   21   24      0.00      9.21      5.52      0.85
1987   08   22   24      6.00      8.97      3.88      0.97
1987   08   23   24      5.00      5.43      3.08      1.03
1987   08   24   24      5.00      6.46      2.50      1.15
1987   08   25   24      4.00      6.43      3.72      1.21
1987   08   26   24      0.00      4.60      4.63      1.27
1987   08   27   24      0.00      4.29      5.27      1.15
1987   08   28   24      0.00      2.50      4.85      1.09
1987   08   29   24      0.00      5.69      5.53      1.03
1987   08   30   24      0.00      7.35      5.75      0.91
1987   08   31   24      0.00      8.04      5.77      0.91
1987   09   01   24      0.00      9.87      5.98      0.85
1987   09   02   24      0.00      9.16      5.67      0.79
1987   09   03   24      0.00      9.41      5.45      0.73
1987   09   04   24      0.00      4.58      4.42      0.73
1987   09   05   24      0.00      5.44      5.04      0.73
1987   09   06   24      0.00      3.87      4.79      0.73
1987   09   07   24      0.00      4.88      4.59      0.67
1987   09   08   24      0.00      3.52      4.34      0.67
1987   09   09   24      0.00      5.72      4.33      0.67
