Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
1994   12   29   24     22.98      0.93      0.81     11.15
1994   12   30   24      1.26      0.81      0.86      9.95
1994   12   31   24      0.00      0.90      1.04      9.88
1995   01   01   24      2.94      0.90      1.29     10.39
1995   01   02   24      0.00      0.97      1.58      5.04
1995   01   03   24      1.39      0.82      1.81      3.06
1995   01   04   24      0.38      0.76      1.99      3.65
1995   01   05   24      0.00      0.80      1.99      0.63
1995   01   06   24      6.71      0.96      1.82      7.53
1995   01   07   24     12.96      1.06      1.42     10.23
1995   01   08   24      0.00      1.10      1.02      7.26
1995   01   09   24      0.30      1.23      0.94     10.84
1995   01   10   24      0.00      1.30      1.13     15.18
1995   01   11   24      0.01      1.43      1.41     18.95
1995   01   12   24      0.00      1.50      1.58     20.37
1995   01   13   24     31.87      1.34      1.53     17.34
1995   01   14   24      1.86      1.17      1.34     11.33
1995   01   15   24      3.33      0.90      1.24      8.06
1995   01   16   24      0.00      1.25      1.47      8.82
1995   01   17   24      0.00      1.34      1.80     10.64
1995   01   18   24     30.98      1.31      2.31     14.79
1995   01   19   24     41.88      1.24      3.14     11.47
1995   01   20   24      0.00      1.27      3.67      8.21
1995   01   21   24      0.00      1.29      4.37      7.74
1995   01   22   24      0.00      1.37     14.03      9.18
1995   01   23   24     17.81      1.12     16.02      7.15
1995   01   24   24      0.00      1.18     11.33      4.07
1995   01   25   24      0.00      1.33      8.95      6.99
1995   01   26   24      1.48      1.33      7.43     11.24
1995   01   27   24     61.88      1.01      8.77     13.37
1995   01   28   24     12.17      1.40      9.40     16.08
1995   01   29   24      0.00      1.58      9.64     12.29
1995   01   30   24      0.74      0.98     11.01      6.59
1995   01   31   24      0.00      1.27     10.17      3.84
1995   02   01   24      0.00      1.53      9.29      7.95
1995   02   02   24      0.00      1.84      8.04     13.67
1995   02   03   24      0.00      1.96      6.92     15.61
1995   02   04   24      0.00      1.78      5.77     11.88
1995   02   05   24      0.00      1.56      4.39      9.01
1995   02   06   24      0.00      1.66      2.74      8.35
1995   02   07   24      0.00      1.67      1.44      8.93
1995   02   08   24      0.00      1.49      0.90      4.75
1995   02   09   24      0.00      1.49      0.69      5.54
1995   02   10   24      1.00      1.85      0.59     11.30
1995   02   11   24      4.98      1.79      0.54     16.23
1995   02   12   24      4.14      1.25      0.53      4.43
1995   02   13   24      0.76      1.12      0.51      3.19
1995   02   14   24      5.07      1.10      0.54      5.57
1995   02   15   24      1.31      1.96      0.61     10.90
1995   02   16   24      3.61      1.77      0.67     18.59
1995   02   17   24     11.27      1.63      0.87     11.25
1995   02   18   24      0.19      1.36      1.05      7.55
1995   02   19   24      7.65      1.70      1.16     11.96
1995   02   20   24      5.15      1.72      1.36     12.40
1995   02   21   24      0.00      2.49      1.31     15.16
1995   02   22   24      0.00      2.41      1.25     12.75
1995   02   23   24      0.00      2.48      1.18     14.24
1995   02   24   24      0.03      2.45      1.06     15.48
1995   02   25   24      0.00      2.38      0.89     11.33
1995   02   26   24      0.00      2.46      0.70     13.65
1995   02   27   24      9.53      2.06      0.55     17.62
1995   02   28   24     14.20      2.06      0.51     19.32
1995   03   01   24      3.60      1.82      0.78     11.95
1995   03   02   24      0.00      1.33      1.15      5.81
1995   03   03   24      6.77      1.20      1.58      5.74
1995   03   04   24      8.67      1.12      1.95      5.69
1995   03   05   24     17.76      1.99      2.36     12.63
1995   03   06   24     22.53      1.81      2.63     18.98
1995   03   07   24     71.63      2.40      6.15     20.05
1995   03   08   24      9.14      2.04     46.52      7.75
1995   03   09   24      0.00      2.24     46.33      5.75
1995   03   10   24      0.00      2.55     32.34      8.05
1995   03   11   24      0.00      2.79     17.23     11.50
1995   03   12   24      0.00      3.14     10.78     16.62
1995   03   13   24      5.03      2.63      8.53     18.59
1995   03   14   24     39.82      2.43      8.42     17.07
1995   03   15   24      4.35      2.40      7.68     16.49
1995   03   16   24      5.56      2.01      6.39     15.69
1995   03   17   24      1.00      2.60      5.69     15.52
1995   03   18   24      0.36      3.42      5.75     16.63
1995   03   19   24      0.00      3.77      5.94     18.35
1995   03   20   24      0.00      3.82      5.98     20.31
1995   03   21   24      0.00      3.39      5.60     21.06
1995   03   22   24      0.00      3.60      4.67     22.73
1995   03   23   24      0.00      3.88      3.25     23.75
1995   03   24   24      0.00      3.85      1.86     22.96
1995   03   25   24      0.00      3.64      1.05     20.83
1995   03   26   24      0.00      3.63      0.78     22.01
1995   03   27   24     25.41      3.32      0.67     20.77
1995   03   28   24      1.38      3.37      0.87     18.68
1995   03   29   24      6.31      2.38      1.91     14.31
1995   03   30   24     13.88      1.49      3.21     11.88
1995   03   31   24      1.42      3.31      3.63     15.46
1995   04   01   24      0.00      3.49      3.57     12.04
1995   04   02   24      0.00      3.89      3.63     14.04
1995   04   03   24      0.00      4.05      3.46     14.98
1995   04   04   24      6.07      3.25      2.97     16.65
1995   04   05   24      6.66      2.06      2.04     15.82
1995   04   06   24      8.81      2.54      1.21     17.00
1995   04   07   24      0.00      4.18      0.97     17.96
1995   04   08   24      0.00      4.48      0.94     19.59
1995   04   09   24      0.00      4.26      0.97     21.45
1995   04   10   24      0.00      4.17      1.07     22.27
1995   04   11   24    108.46      3.44      8.32     17.02
1995   04   12   24      0.00      4.12      8.81     13.77
1995   04   13   24      0.00      4.60     12.42     17.13
1995   04   14   24      0.00      4.50     22.32     16.03
1995   04   15   24      0.00      4.57     15.81     17.88
1995   04   16   24      0.00      4.47     10.34     20.36
1995   04   17   24      0.00      4.18      7.85     22.84
1995   04   18   24      0.00      3.97      6.22     23.63
1995   04   19   24      1.53      3.57      4.69     23.91
1995   04   20   24     31.97      2.94      2.97     23.79
1995   04   21   24     23.12      3.76      2.08     19.04
1995   04   22   24      0.00      5.02      2.00     21.02
1995   04   23   24     65.59      3.13      4.16     19.33
1995   04   24   24      0.00      3.86      8.23     12.89
1995   04   25   24      0.00      4.16     22.32     13.50
1995   04   26   24      0.00      4.62     25.15     15.71
1995   04   27   24      0.00      4.76     15.41     17.97
1995   04   28   24      0.00      4.26      9.97     19.23
1995   04   29   24      0.00      4.49      7.55     20.55
1995   04   30   24      0.00      4.54      5.96     22.30
1995   05   01   24      0.00      4.66      4.43     23.41
1995   05   02   24      0.00      4.89      2.63     18.42
1995   05   03   24      0.00      3.83      1.20     16.62
1995   05   04   24     16.62      2.53      0.86     17.41
1995   05   05   24      0.00      5.05      0.74     24.42
1995   05   06   24      0.00      5.00      0.66     24.39
1995   05   07   24      0.00      4.74      0.58     24.67
1995   05   08   24      6.22      3.81      0.52     22.96
1995   05   09   24     18.95      3.53      0.75     19.70
1995   05   10   24      0.00      5.57      1.00     23.65
1995   05   11   24      0.00      5.51      1.03     24.44
1995   05   12   24     11.19      3.67      0.97     22.17
1995   05   13   24      7.76      3.42      0.96     22.70
1995   05   14   24      0.00      4.92      0.73     27.12
1995   05   15   24      0.00      5.11      0.57     27.52
1995   05   16   24      0.00      5.21      0.43     27.26
1995   05   17   24      0.00      4.84      0.36     27.46
1995   05   18   24      0.00      4.51      0.32     26.54
1995   05   19   24     10.95      4.51      0.30     20.12
1995   05   20   24      0.00      5.11      0.25     18.22
1995   05   21   24      0.00      5.49      0.20     19.67
1995   05   22   24      0.00      5.74      0.18     21.82
1995   05   23   24      0.00      5.80      0.16     23.79
1995   05   24   24      0.00      5.63      0.14     24.63
1995   05   25   24      0.00      5.43      0.13     25.39
1995   05   26   24      0.00      5.54      0.13     26.34
1995   05   27   24      0.00      5.22      0.12     26.46
1995   05   28   24      0.00      4.80      0.15     26.86
1995   05   29   24     43.19      3.57      1.97     25.11
1995   05   30   24     18.13      2.95      3.56     22.31
1995   05   31   24     21.13      3.22      2.89     22.89
1995   06   01   24     27.27      4.42      2.61     23.98
1995   06   02   24      3.41      4.73      3.01     23.36
1995   06   03   24      0.00      5.53      3.54     25.46
1995   06   04   24      0.00      5.72      3.91     26.29
1995   06   05   24      0.00      5.85      3.59     26.36
1995   06   06   24      0.00      5.89      3.12     27.45
1995   06   07   24      0.00      5.42      2.50     27.09
1995   06   08   24      0.00      5.66      1.29     27.99
1995   06   09   24      0.00      5.68      0.55     28.62
1995   06   10   24      0.00      5.86      0.31     28.25
1995   06   11   24      0.00      5.94      0.24     27.07
1995   06   12   24      4.12      4.85      0.20     21.88
1995   06   13   24      0.00      5.66      0.19     20.48
1995   06   14   24      0.00      5.98      0.17     22.28
1995   06   15   24      0.00      5.92      0.16     23.21
1995   06   16   24      0.00      5.89      0.15     24.07
1995   06   17   24      0.00      5.83      0.14     24.69
1995   06   18   24      0.00      5.84      0.13     25.02
1995   06   19   24      0.00      6.04      0.12     24.65
1995   06   20   24      0.00      6.16      0.12     24.71
1995   06   21   24      0.00      6.06      0.11     26.19
1995   06   22   24      0.00      5.90      0.11     26.94
1995   06   23   24      0.00      5.93      0.11     27.12
1995   06   24   24      0.00      6.03      0.10     26.68
1995   06   25   24      2.18      5.61      0.10     26.84
1995   06   26   24      0.78      6.03      0.10     25.84
1995   06   27   24      0.00      6.17      0.10     26.26
1995   06   28   24      0.00      6.00      0.09     27.65
1995   06   29   24      1.88      5.20      0.09     26.98
1995   06   30   24      9.55      3.08      0.09     24.59
1995   07   01   24     12.28      3.06      0.09     23.77
1995   07   02   24      0.81      4.90      0.09     24.99
1995   07   03   24      0.00      5.35      0.09     26.86
1995   07   04   24      3.81      4.12      0.09     27.31
1995   07   05   24     23.50      3.40      0.16     26.20
1995   07   06   24     54.60      4.06      0.71     24.24
1995   07   07   24      0.00      5.53      0.68     26.39
1995   07   08   24      0.00      5.83      0.82     27.32
1995   07   09   24      0.00      5.78      0.96     29.08
1995   07   10   24      0.00      5.59      0.80     29.84
1995   07   11   24      0.00      5.49      0.55     29.86
1995   07   12   24      0.00      5.84      0.34     29.52
1995   07   13   24      0.00      5.79      0.22     29.54
1995   07   14   24     12.12      4.53      0.18     27.84
1995   07   15   24      1.70      5.10      0.15     26.43
1995   07   16   24      9.63      3.84      0.14     26.45
1995   07   17   24      0.00      4.95      0.13     26.94
1995   07   18   24      1.83      4.74      0.12     28.39
1995   07   19   24      2.67      4.71      0.12     27.82
1995   07   20   24      1.37      5.07      0.12     28.11
1995   07   21   24      0.00      5.37      0.15     29.10
1995   07   22   24      0.00      5.25      0.20     29.70
1995   07   23   24      0.00      5.70      0.16     28.96
1995   07   24   24      0.00      5.63      0.14     29.21
1995   07   25   24      0.00      5.64      0.12     29.21
1995   07   26   24      0.00      5.78      0.11     29.24
1995   07   27   24      0.00      5.76      0.11     29.73
1995   07   28   24      0.00      6.08      0.11     30.03
1995   07   29   24     18.65      4.95      0.10     29.07
1995   07   30   24     11.28      4.14      0.10     26.87
1995   07   31   24     10.76      3.02      0.10     26.69
1995   08   01   24      6.27      3.10      0.13     26.52
1995   08   02   24     14.58      3.62      0.17     26.91
1995   08   03   24      0.00      5.39      0.21     28.36
1995   08   04   24      0.00      5.64      0.20     28.95
1995   08   05   24      0.00      5.41      0.19     29.01
1995   08   06   24      4.23      4.68      0.16     28.18
1995   08   07   24      3.86      4.20      0.15     28.36
1995   08   08   24      7.34      3.66      0.16     27.29
1995   08   09   24      0.00      5.71      0.13     27.30
1995   08   10   24      0.00      5.59      0.12     28.16
1995   08   11   24      0.00      5.48      0.11     28.53
1995   08   12   24      0.00      5.54      0.10     28.66
1995   08   13   24      0.00      5.37      0.11     28.66
1995   08   14   24     23.62      3.68      0.11     26.87
1995   08   15   24      6.93      4.49      0.12     27.48
1995   08   16   24      0.00      5.32      0.14     28.60
1995   08   17   24      1.63      5.26      0.15     29.52
1995   08   18   24      0.00      5.44      0.15     30.23
1995   08   19   24      0.09      5.57      0.16     29.74
1995   08   20   24      0.00      5.40      0.15     30.02
1995   08   21   24     17.91      4.38      0.15     29.84
1995   08   22   24      9.55      4.27      0.15     29.38
1995   08   23   24      9.96      3.59      0.15     28.52
1995   08   24   24      4.36      4.34      0.28     28.48
1995   08   25   24      0.00      4.96      0.38     28.73
1995   08   26   24      0.00      5.12      0.34     29.00
1995   08   27   24      0.00      5.10      0.23     29.59
1995   08   28   24      0.00      5.31      0.17     29.39
1995   08   29   24      0.00      5.33      0.14     29.65
1995   08   30   24      0.00      5.17      0.12     29.89
1995   08   31   24      0.00      4.84      0.11     29.14
1995   09   01   24      0.00      4.97      0.11     28.78
1995   09   02   24      0.00      5.10      0.10     29.54
1995   09   03   24      0.00      5.32      0.10     27.52
1995   09   04   24      0.00      5.21      0.09     27.18
1995   09   05   24      0.00      4.90      0.09     26.90
1995   09   06   24      0.00      4.71      0.08     26.11
1995   09   07   24      0.00      4.81      0.08     24.65
1995   09   08   24      0.00      4.73      0.08     24.96
1995   09   09   24      0.00      4.66      0.07     26.46
1995   09   10   24      0.00      4.56      0.07     25.05
1995   09   11   24      0.00      4.39      0.07     23.75
1995   09   12   24      0.00      4.42      0.07     24.81
1995   09   13   24      0.00      4.48      0.07     26.36
1995   09   14   24      0.00      4.38      0.06     27.34
1995   09   15   24      1.68      4.15      0.06     28.68
1995   09   16   24      0.00      4.12      0.06     28.84
1995   09   17   24      0.00      3.85      0.06     29.18
1995   09   18   24      7.49      2.87      0.06     26.73
1995   09   19   24      0.00      4.04      0.06     26.69
1995   09   20   24     50.31      3.21      0.12     27.73
1995   09   21   24      2.29      3.03      0.14     26.08
1995   09   22   24     35.40      3.02      0.49     21.02
1995   09   23   24      0.00      2.43      0.84     13.84
1995   09   24   24      0.00      3.31      0.88     17.35
1995   09   25   24      0.00      3.56      0.71     20.45
1995   09   26   24      0.00      3.55      0.32     21.82
1995   09   27   24      0.00      3.58      0.19     22.34
1995   09   28   24      0.00      3.60      0.15     23.39
1995   09   29   24      0.00      3.63      0.13     23.47
1995   09   30   24      0.00      3.65      0.12     24.23
1995   10   01   24      0.00      3.47      0.11     25.63
1995   10   02   24      0.00      3.46      0.10     25.12
1995   10   03   24     77.20      2.61      0.60     24.41
1995   10   04   24      2.69      2.18      2.46     20.83
1995   10   05   24      0.00      3.22      3.04     20.36
1995   10   06   24      0.00      3.31      3.44     20.37
1995   10   07   24      0.00      2.86      3.74     16.62
1995   10   08   24      0.00      2.89      2.38     16.51
1995   10   09   24      0.00      2.95      0.73     17.50
1995   10   10   24      0.00      3.00      0.34     18.78
1995   10   11   24      0.00      3.03      0.24     20.46
1995   10   12   24      0.00      3.04      0.19     21.43
1995   10   13   24      0.00      2.57      0.17     22.02
1995   10   14   24      1.80      2.22      0.16     21.51
1995   10   15   24      0.00      2.55      0.15     14.87
1995   10   16   24      0.00      2.68      0.14     16.95
1995   10   17   24      0.00      2.77      0.13     18.70
1995   10   18   24      0.00      2.70      0.13     19.02
1995   10   19   24      0.00      2.70      0.12     20.13
1995   10   20   24      2.71      2.31      0.12     20.79
1995   10   21   24      0.00      2.26      0.12     13.55
1995   10   22   24      0.00      2.33      0.11     15.28
1995   10   23   24      0.00      2.41      0.11     18.91
1995   10   24   24      0.00      2.40      0.11     20.70
1995   10   25   24      0.00      2.17      0.11     15.25
1995   10   26   24      0.00      2.28      0.11     17.38
1995   10   27   24      1.14      2.23      0.11     22.50
1995   10   28   24      2.52      2.17      0.11     19.12
1995   10   29   24      0.00      2.01      0.11     16.52
1995   10   30   24      7.75      1.20      0.11     13.70
1995   10   31   24      2.71      1.15      0.11     13.66
1995   11   01   24      9.69      1.38      0.13     18.25
1995   11   02   24     42.17      1.37      0.21     20.05
1995   11   03   24     21.34      1.77      0.32     17.87
1995   11   04   24      0.56      1.32      0.56      8.54
1995   11   05   24      2.50      1.11      0.86      8.84
1995   11   06   24      4.37      1.12      1.09     11.02
1995   11   07   24      3.05      1.69      1.20     18.36
1995   11   08   24      0.00      1.95      1.08     17.54
1995   11   09   24      0.00      1.57      0.77     11.69
1995   11   10   24      0.00      1.67      0.50     15.45
1995   11   11   24     25.74      1.49      0.48     15.25
1995   11   12   24      0.00      1.31      0.87      7.08
1995   11   13   24      0.00      1.43      1.62     10.75
1995   11   14   24      0.00      1.56      2.55     13.57
1995   11   15   24      0.00      1.37      3.20      9.88
1995   11   16   24      0.00      1.49      3.31     12.47
1995   11   17   24      0.00      1.37      2.86     10.46
1995   11   18   24      0.67      1.34      1.72     12.32
1995   11   19   24      0.00      1.52      0.69     15.02
1995   11   20   24      4.05      1.26      0.38     16.01
1995   11   21   24      3.04      1.30      0.30     15.83
1995   11   22   24      0.00      1.38      0.24     11.85
1995   11   23   24      0.00      1.42      0.21     13.95
1995   11   24   24      0.00      1.41      0.19     13.63
1995   11   25   24      0.00      1.22      0.17      9.46
1995   11   26   24      0.00      1.35      0.16     12.84
1995   11   27   24      0.00      1.50      0.15     16.79
1995   11   28   24      2.12      1.36      0.15     15.63
1995   11   29   24      4.16      0.84      0.16      3.92
1995   11   30   24      0.00      1.04      0.16      6.23
1995   12   01   24      0.00      1.12      0.15      8.89
1995   12   02   24      0.00      1.30      0.16     13.97
1995   12   03   24      0.00      1.48      0.15     20.16
1995   12   04   24      0.00      1.53      0.14     21.14
1995   12   05   24      0.00      1.27      0.14     18.98
1995   12   06   24      8.35      1.26      0.14     19.93
1995   12   07   24      1.50      1.05      0.14     11.16
1995   12   08   24      0.00      0.92      0.14      9.03
1995   12   09   24     19.30      0.96      0.26      9.47
1995   12   10   24      0.00      0.78      0.52      0.73
1995   12   11   24      0.00      0.79      0.80      1.00
1995   12   12   24      0.00      0.96      0.98      6.31
1995   12   13   24      0.00      1.16      0.98     13.75
1995   12   14   24      0.00      1.35      0.83     18.49
1995   12   15   24      0.00      1.40      0.59     19.24
1995   12   16   24      2.52      1.34      0.40     19.85
1995   12   17   24     13.96      0.99      0.39     16.16
1995   12   18   24     60.60      0.93      2.69     16.14
1995   12   19   24     38.65      1.00      5.45     11.20
1995   12   20   24      0.00      0.65      4.94      5.25
1995   12   21   24      0.00      0.64      7.05      3.98
1995   12   22   24      0.00      0.75     11.12      4.21
1995   12   23   24      0.00      0.81     10.46      2.79
1995   12   24   24      0.00      0.81      8.55      1.18
1995   12   25   24      0.00      0.91      7.04      4.05
1995   12   26   24      0.00      0.96      5.75      5.71
1995   12   27   24      0.00      0.86      4.20      3.30
1995   12   28   24      0.00      0.96      2.19      5.45
1995   12   29   24      0.00      0.84      0.94      1.75
1995   12   30   24      0.00      0.93      0.61      4.42
1995   12   31   24     15.81      1.02      0.58     11.26
1996   01   01   24      2.77      1.05      0.78     15.56
1996   01   02   24      6.71      1.01      0.94     10.78
1996   01   03   24      0.00      0.67      1.10      3.53
1996   01   04   24      0.00      0.78      1.19      2.34
1996   01   05   24      4.81      1.00      1.18      8.34
1996   01   06   24     34.12      1.00      1.36     10.04
1996   01   07   24      0.00      0.76      2.06      0.59
1996   01   08   24      0.00      0.72      2.52     -2.97
1996   01   09   24      0.00      0.82      2.87     -0.40
1996   01   10   24      0.00      1.12      3.14      8.22
1996   01   11   24      0.00      1.20      3.48      9.96
1996   01   12   24      0.25      1.23      3.90     10.39
1996   01   13   24      0.00      1.21      4.16      9.75
1996   01   14   24      0.00      1.34      3.91     12.61
1996   01   15   24      0.00      1.47      2.67     15.26
1996   01   16   24      0.00      1.45      1.28     17.23
1996   01   17   24      0.00      1.45      0.76     19.14
1996   01   18   24      6.37      1.38      0.57     17.74
1996   01   19   24      0.00      1.05      0.49      2.80
1996   01   20   24      0.00      0.95      0.44      0.40
1996   01   21   24      2.27      1.02      0.43      4.52
1996   01   22   24      0.26      1.04      0.41      8.68
1996   01   23   24      0.00      1.46      0.40     12.99
1996   01   24   24     12.29      1.23      0.40      9.79
1996   01   25   24      0.00      1.22      0.44      5.50
1996   01   26   24      8.91      1.19      0.66      8.16
1996   01   27   24     35.99      1.21      1.27      8.01
1996   01   28   24      0.00      1.21      1.88      4.56
1996   01   29   24      0.00      1.30      2.76      6.82
1996   01   30   24      0.00      1.75      3.57     16.83
1996   01   31   24      4.48      1.41      4.20     11.87
1996   02   01   24      0.00      0.73      4.60      0.20
1996   02   02   24     18.09      0.57      5.30     -1.18
1996   02   03   24      2.21      0.72      5.41     -5.51
1996   02   04   24      0.00      0.78      4.58     -6.03
1996   02   05   24      0.00      0.87      3.42     -5.71
1996   02   06   24      3.52      1.16      2.70      0.41
1996   02   07   24      0.06      1.63      2.17      9.24
1996   02   08   24      0.00      1.93      1.66     15.64
1996   02   09   24      0.00      2.08      1.26     17.83
1996   02   10   24      0.00      1.91      1.06     18.80
1996   02   11   24      0.00      2.06      0.92     18.63
1996   02   12   24      0.00      1.86      0.77      9.28
1996   02   13   24      0.00      1.80      0.64      7.64
1996   02   14   24      0.00      1.99      0.53     10.57
1996   02   15   24      0.00      2.31      0.44     16.39
1996   02   16   24      0.00      2.08      0.38     11.09
1996   02   17   24      0.00      1.50      0.34      2.70
1996   02   18   24      0.00      1.96      0.31      8.10
1996   02   19   24      0.00      2.30      0.28     13.37
1996   02   20   24      0.00      2.53      0.26     16.47
1996   02   21   24      0.00      2.68      0.25     18.36
1996   02   22   24      0.00      2.53      0.24     21.60
1996   02   23   24      0.00      2.61      0.24     22.17
1996   02   24   24      0.00      2.77      0.23     18.79
1996   02   25   24      0.00      2.49      0.22     18.00
1996   02   26   24      0.00      2.42      0.21     21.05
1996   02   27   24      0.00      2.47      0.20     22.98
1996   02   28   24      5.18      2.50      0.20     18.34
1996   02   29   24      3.86      1.43      0.19      7.30
1996   03   01   24      1.48      1.35      0.19      4.94
1996   03   02   24      0.00      2.01      0.18      5.26
1996   03   03   24      0.00      2.51      0.18      9.85
1996   03   04   24      0.00      2.73      0.17     12.66
1996   03   05   24      0.00      2.91      0.17     16.84
1996   03   06   24      5.03      1.72      0.17     19.62
1996   03   07   24     12.42      2.40      0.18     13.73
1996   03   08   24      1.40      1.74      0.19      3.00
1996   03   09   24      0.00      1.75      0.19      0.67
1996   03   10   24      0.00      1.91      0.26      1.29
1996   03   11   24      0.00      2.22      0.45      4.30
1996   03   12   24      0.00      2.53      0.51      7.36
1996   03   13   24      0.00      2.84      0.43     10.69
1996   03   14   24      0.00      3.08      0.33     17.62
1996   03   15   24      0.00      2.51      0.26     20.94
1996   03   16   24      0.00      3.18      0.22     21.79
1996   03   17   24      0.00      3.42      0.21     21.00
1996   03   18   24     18.21      2.76      0.33     18.79
1996   03   19   24      0.00      2.87      1.44     11.29
1996   03   20   24      0.00      2.72      1.93      8.28
1996   03   21   24      0.00      2.50      1.89      6.06
1996   03   22   24      0.00      3.06      1.66      9.40
1996   03   23   24      0.00      3.52      1.15     13.64
1996   03   24   24      0.00      3.51      0.69     16.61
1996   03   25   24      7.34      2.62      0.41     18.68
1996   03   26   24      5.22      2.36      0.32     11.57
1996   03   27   24     17.13      1.08      0.33      6.19
1996   03   28   24      0.60      2.85      0.64     12.97
1996   03   29   24      0.00      3.09      0.78     11.02
1996   03   30   24      8.04      3.01      0.80     15.52
1996   03   31   24      0.00      3.94      0.75     18.91
1996   04   01   24      0.00      3.56      0.75     14.49
1996   04   02   24      0.00      3.53      0.78     11.42
1996   04   03   24      0.00      3.84      0.73     14.89
1996   04   04   24      0.00      3.60      0.58     17.98
1996   04   05   24      0.00      4.13      0.43     17.65
1996   04   06   24     16.87      1.94      0.35      8.04
1996   04   07   24      0.00      3.26      0.30      8.37
1996   04   08   24      0.00      3.70      0.29     11.46
1996   04   09   24      0.00      4.37      0.42     17.39
1996   04   10   24      0.00      3.99      0.52     16.48
1996   04   11   24      0.00      3.98      0.50     17.61
1996   04   12   24      0.00      3.96      0.42     20.71
1996   04   13   24     43.27      2.92      0.36     19.37
1996   04   14   24      0.00      4.34      0.89     21.05
1996   04   15   24     28.69      3.30      1.95     16.75
1996   04   16   24      0.00      3.82      2.40     12.04
1996   04   17   24      0.00      4.21      2.61     14.56
1996   04   18   24      1.00      3.93      3.23     16.24
1996   04   19   24      0.00      4.14      4.37     23.00
1996   04   20   24      0.00      3.97      5.52     24.77
1996   04   21   24      0.00      3.96      6.18     24.55
1996   04   22   24      0.00      3.75      6.56     24.37
1996   04   23   24     51.35      3.60      6.30     18.90
1996   04   24   24      0.00      4.45      5.58     16.38
1996   04   25   24      0.00      4.69      4.27     18.34
1996   04   26   24      0.00      4.70      3.16     21.68
1996   04   27   24      0.00      5.05      3.56     21.30
1996   04   28   24      0.00      4.93      3.97     22.04
1996   04   29   24     10.09      3.78      4.35     22.71
1996   04   30   24      7.83      3.12      4.50     12.45
1996   05   01   24      0.00      4.47      4.82     14.93
1996   05   02   24      0.00      4.77      4.69     18.93
1996   05   03   24      0.00      4.60      3.76     21.39
1996   05   04   24      0.00      4.46      2.52     23.45
1996   05   05   24      0.00      4.43      1.30     25.38
1996   05   06   24      0.00      4.39      0.71     26.03
1996   05   07   24      0.00      4.36      0.43     25.32
1996   05   08   24      0.00      4.96      0.28     24.62
1996   05   09   24      0.00      4.91      0.20     25.32
1996   05   10   24      1.29      4.57      0.18     25.55
1996   05   11   24      8.54      4.36      0.19     24.82
1996   05   12   24     15.76      3.60      0.21     22.13
1996   05   13   24      0.00      4.49      0.20     22.16
1996   05   14   24      0.00      4.77      0.19     23.52
1996   05   15   24      0.00      5.17      0.17     24.58
1996   05   16   24      0.00      5.18      0.16     24.64
1996   05   17   24      0.00      5.36      0.16     24.98
1996   05   18   24      0.00      5.14      0.15     26.01
1996   05   19   24      0.00      5.53      0.14     25.74
1996   05   20   24      0.00      5.46      0.13     25.88
1996   05   21   24      0.00      5.43      0.12     26.49
1996   05   22   24      0.00      5.42      0.11     26.80
1996   05   23   24      0.00      5.86      0.11     27.04
1996   05   24   24      0.00      5.94      0.10     26.91
1996   05   25   24      0.00      5.86      0.10     26.77
1996   05   26   24      0.00      5.79      0.09     27.30
1996   05   27   24      0.00      5.14      0.09     28.38
1996   05   28   24      0.00      4.34      0.09     28.57
1996   05   29   24      0.00      5.21      0.10     28.43
1996   05   30   24     38.58      4.33      0.16     24.56
1996   05   31   24      0.00      5.08      0.12     24.27
1996   06   01   24      0.00      5.26      0.10     25.75
1996   06   02   24     16.06      4.13      0.12     24.91
1996   06   03   24      0.00      5.63      0.13     24.14
1996   06   04   24      0.00      5.87      0.12     24.18
1996   06   05   24      0.00      5.55      0.12     24.61
1996   06   06   24      0.00      5.72      0.13     25.30
1996   06   07   24      0.00      5.86      0.14     25.52
1996   06   08   24      4.64      5.03      0.12     23.64
1996   06   09   24      0.00      5.62      0.10     21.76
1996   06   10   24      0.00      5.51      0.09     21.91
1996   06   11   24      0.00      5.26      0.09     23.70
1996   06   12   24      0.00      5.73      0.08     26.29
1996   06   13   24      0.43      5.86      0.09     27.14
1996   06   14   24     13.11      4.44      0.12     26.17
1996   06   15   24     14.47      4.32      0.29     26.59
1996   06   16   24      1.02      5.55      0.19     27.39
1996   06   17   24      0.00      5.75      0.12     27.91
1996   06   18   24      2.43      5.74      0.10     27.85
1996   06   19   24     20.33      4.66      0.09     26.66
1996   06   20   24     39.39      4.56      0.20     26.04
1996   06   21   24      0.02      4.52      0.37     24.48
1996   06   22   24      0.00      5.70      0.31     27.43
1996   06   23   24      0.49      5.60      0.43     27.45
1996   06   24   24      1.74      4.95      0.47     26.38
1996   06   25   24      1.82      4.45      0.40     26.45
1996   06   26   24      7.06      4.11      0.28     26.79
1996   06   27   24      0.00      5.57      0.20     27.77
1996   06   28   24      0.40      5.64      0.16     27.84
1996   06   29   24      0.00      5.72      0.13     27.51
1996   06   30   24      0.00      5.71      0.12     27.45
1996   07   01   24      0.00      5.87      0.11     27.74
1996   07   02   24      0.00      5.75      0.09     27.89
1996   07   03   24      0.00      5.78      0.09     28.90
1996   07   04   24      0.00      5.90      0.08     29.32
1996   07   05   24      0.00      5.63      0.07     27.93
